Bug,Framework,created_time,closed_time,lifecycle
https://github.com/OpenMined/PySyft/issues/2243,PySyft,2019-06-06 17:47:51,2019-06-10 21:11:50,"4 days, 3:23:59"
https://github.com/OpenMined/PySyft/issues/2234,PySyft,2019-06-05 06:52:43,2019-06-09 15:38:16,"4 days, 8:45:33"
https://github.com/OpenMined/PySyft/issues/2207,PySyft,2019-05-31 12:30:01,2019-06-01 15:36:19,"1 day, 3:06:18"
https://github.com/OpenMined/PySyft/issues/2202,PySyft,2019-05-31 07:45:18,2019-06-04 17:10:33,"4 days, 9:25:15"
https://github.com/OpenMined/PySyft/issues/2168,PySyft,2019-05-24 20:25:25,2019-05-31 23:10:44,"7 days, 2:45:19"
https://github.com/OpenMined/PySyft/issues/2135,PySyft,2019-05-10 22:15:56,2019-05-11 00:22:45,2:06:49
https://github.com/OpenMined/PySyft/issues/2132,PySyft,2019-05-09 08:48:17,2019-06-15 18:50:02,"37 days, 10:01:45"
https://github.com/OpenMined/PySyft/issues/2070,PySyft,2019-04-15 08:53:42,2020-03-24 13:34:02,"344 days, 4:40:20"
https://github.com/OpenMined/PySyft/issues/2047,PySyft,2019-04-08 13:45:23,2019-04-08 15:36:19,1:50:56
https://github.com/OpenMined/PySyft/issues/2011,PySyft,2019-03-25 23:17:22,2019-03-31 20:43:57,"5 days, 21:26:35"
https://github.com/OpenMined/PySyft/issues/1992,PySyft,2019-03-13 19:02:05,2019-03-29 14:09:43,"15 days, 19:07:38"
https://github.com/OpenMined/PySyft/issues/1978,PySyft,2019-03-06 19:14:44,2019-03-09 13:45:38,"2 days, 18:30:54"
https://github.com/OpenMined/PySyft/issues/1919,PySyft,2019-02-19 07:30:21,2019-02-20 07:55:53,"1 day, 0:25:32"
https://github.com/OpenMined/PySyft/issues/1655,PySyft,2018-11-09 06:09:13,2019-02-05 15:17:33,"88 days, 9:08:20"
https://github.com/OpenMined/PySyft/issues/1645,PySyft,2018-10-29 08:22:53,2018-11-02 11:04:36,"4 days, 2:41:43"
https://github.com/OpenMined/PySyft/issues/1526,PySyft,2018-09-20 12:07:03,2018-09-20 12:32:48,0:25:45
https://github.com/OpenMined/PySyft/issues/1511,PySyft,2018-09-19 18:59:00,2018-09-19 19:09:15,0:10:15
https://github.com/OpenMined/PySyft/issues/1502,PySyft,2018-09-19 18:01:09,2018-09-22 22:34:31,"3 days, 4:33:22"
https://github.com/OpenMined/PySyft/issues/1442,PySyft,2018-08-02 10:29:26,2019-02-05 15:10:59,"187 days, 4:41:33"
https://github.com/OpenMined/PySyft/issues/1396,PySyft,2018-07-10 15:54:08,2018-07-14 17:30:48,"4 days, 1:36:40"
https://github.com/OpenMined/PySyft/issues/1381,PySyft,2018-07-03 12:31:05,2019-02-05 15:06:51,"217 days, 2:35:46"
https://github.com/OpenMined/PySyft/issues/1350,PySyft,2018-06-20 22:07:17,2018-06-21 19:03:17,20:56:00
https://github.com/OpenMined/PySyft/issues/1314,PySyft,2018-01-31 05:29:41,2018-02-16 17:10:13,"16 days, 11:40:32"
https://github.com/OpenMined/PySyft/issues/393,PySyft,2017-11-02 19:15:14,2017-11-03 15:53:18,20:38:04
https://github.com/OpenMined/PySyft/issues/390,PySyft,2017-10-31 04:50:02,2017-11-04 03:12:46,"3 days, 22:22:44"
https://github.com/OpenMined/PySyft/issues/195,PySyft,2017-08-31 00:46:38,2017-09-05 18:48:54,"5 days, 18:02:16"
https://github.com/OpenMined/PySyft/issues/142,PySyft,2017-08-15 09:13:58,2017-08-18 16:04:46,"3 days, 6:50:48"
https://github.com/OpenMined/PySyft/issues/118,PySyft,2017-08-11 21:27:49,2017-09-05 11:04:26,"24 days, 13:36:37"
https://github.com/OpenMined/PySyft/issues/74,PySyft,2017-08-10 00:00:39,2017-10-01 05:06:03,"52 days, 5:05:24"
https://github.com/FederatedAI/FATE/issues/3132,FATE,2021-09-24 03:08:30,2021-09-24 09:47:18,6:38:48
https://github.com/FederatedAI/FATE/issues/2977,FATE,2021-08-17 08:35:39,2021-08-18 08:55:19,"1 day, 0:19:40"
https://github.com/FederatedAI/FATE/issues/2909,FATE,2021-07-23 03:35:07,2021-07-23 07:43:35,4:08:28
https://github.com/FederatedAI/FATE/issues/2834,FATE,2021-06-16 13:52:27,2021-06-22 12:50:51,"5 days, 22:58:24"
https://github.com/FederatedAI/FATE/issues/2817,FATE,2021-06-01 15:17:39,2021-06-02 01:15:07,9:57:28
https://github.com/FederatedAI/FATE/issues/2758,FATE,2021-04-23 07:15:31,2021-06-09 03:28:45,"46 days, 20:13:14"
https://github.com/FederatedAI/FATE/issues/2744,FATE,2021-04-13 13:02:48,2021-04-25 06:10:13,"11 days, 17:07:25"
https://github.com/FederatedAI/FATE/issues/2646,FATE,2021-03-13 07:25:50,2021-04-23 02:55:55,"40 days, 19:30:05"
https://github.com/FederatedAI/FATE/issues/2452,FATE,2021-01-07 02:46:35,2021-01-15 08:42:48,"8 days, 5:56:13"
https://github.com/FederatedAI/FATE/issues/2449,FATE,2021-01-06 08:53:33,2021-01-06 12:05:02,3:11:29
https://github.com/FederatedAI/FATE/issues/2412,FATE,2020-12-17 06:30:54,2021-03-19 10:41:58,"92 days, 4:11:04"
https://github.com/FederatedAI/FATE/issues/2332,FATE,2020-11-18 09:21:30,2020-11-19 07:31:25,22:09:55
https://github.com/FederatedAI/FATE/issues/2331,FATE,2020-11-17 10:55:50,2021-09-15 08:04:58,"301 days, 21:09:08"
https://github.com/FederatedAI/FATE/issues/2153,FATE,2020-10-18 01:56:42,2020-11-11 12:35:51,"24 days, 10:39:09"
https://github.com/FederatedAI/FATE/issues/2082,FATE,2020-10-13 09:11:58,2021-06-23 06:23:29,"252 days, 21:11:31"
https://github.com/FederatedAI/FATE/issues/1824,FATE,2020-09-07 06:34:30,2020-09-08 04:15:49,21:41:19
https://github.com/FederatedAI/FATE/issues/1699,FATE,2020-08-13 05:11:00,2020-10-07 06:16:47,"55 days, 1:05:47"
https://github.com/FederatedAI/FATE/issues/1624,FATE,2020-07-30 08:15:58,2021-07-02 08:18:54,"337 days, 0:02:56"
https://github.com/FederatedAI/FATE/issues/1551,FATE,2020-07-11 17:10:25,2020-11-11 12:12:21,"122 days, 19:01:56"
https://github.com/FederatedAI/FATE/issues/1535,FATE,2020-07-02 03:23:49,2020-07-02 10:26:49,7:03:00
https://github.com/FederatedAI/FATE/issues/1410,FATE,2020-05-28 05:21:50,2020-06-16 07:48:43,"19 days, 2:26:53"
https://github.com/FederatedAI/FATE/issues/1409,FATE,2020-05-28 02:13:38,2020-06-01 11:25:17,"4 days, 9:11:39"
https://github.com/FederatedAI/FATE/issues/1408,FATE,2020-05-27 07:56:30,2020-06-29 07:37:48,"32 days, 23:41:18"
https://github.com/FederatedAI/FATE/issues/1399,FATE,2020-05-20 12:26:47,2020-06-16 07:50:32,"26 days, 19:23:45"
https://github.com/FederatedAI/FATE/issues/1376,FATE,2020-05-18 07:13:36,2020-11-02 07:32:44,"168 days, 0:19:08"
https://github.com/FederatedAI/FATE/issues/1374,FATE,2020-05-15 02:11:04,2020-05-27 02:03:13,"11 days, 23:52:09"
https://github.com/FederatedAI/FATE/issues/1373,FATE,2020-05-14 23:35:14,2020-05-15 00:06:46,0:31:32
https://github.com/FederatedAI/FATE/issues/1162,FATE,2020-04-15 02:39:06,2020-06-16 12:06:03,"62 days, 9:26:57"
https://github.com/FederatedAI/FATE/issues/1157,FATE,2020-04-13 02:02:13,2020-06-15 05:49:54,"63 days, 3:47:41"
https://github.com/FederatedAI/FATE/issues/1156,FATE,2020-04-12 14:20:53,2020-04-14 07:50:44,"1 day, 17:29:51"
https://github.com/FederatedAI/FATE/issues/1089,FATE,2020-03-11 07:43:32,2020-06-15 05:48:10,"95 days, 22:04:38"
https://github.com/FederatedAI/FATE/issues/1060,FATE,2020-03-04 02:29:51,2020-03-05 06:51:27,"1 day, 4:21:36"
https://github.com/FederatedAI/FATE/issues/1009,FATE,2020-02-20 07:45:36,2020-03-06 12:25:55,"15 days, 4:40:19"
https://github.com/FederatedAI/FATE/issues/980,FATE,2020-02-11 09:05:52,2020-05-11 14:12:30,"90 days, 5:06:38"
https://github.com/FederatedAI/FATE/issues/938,FATE,2020-01-14 03:18:00,2020-04-20 07:03:41,"97 days, 3:45:41"
https://github.com/FederatedAI/FATE/issues/897,FATE,2019-12-27 07:03:41,2020-01-16 02:08:18,"19 days, 19:04:37"
https://github.com/FederatedAI/FATE/issues/887,FATE,2019-12-25 06:27:07,2020-02-13 10:09:30,"50 days, 3:42:23"
https://github.com/FederatedAI/FATE/issues/872,FATE,2019-12-23 03:41:33,2020-02-17 04:05:16,"56 days, 0:23:43"
https://github.com/FederatedAI/FATE/issues/869,FATE,2019-12-19 13:07:09,2020-02-17 03:49:21,"59 days, 14:42:12"
https://github.com/FederatedAI/FATE/issues/788,FATE,2019-11-23 07:54:43,2019-11-28 09:34:22,"5 days, 1:39:39"
https://github.com/FederatedAI/FATE/issues/777,FATE,2019-11-13 07:16:03,2019-11-15 03:15:23,"1 day, 19:59:20"
https://github.com/FederatedAI/FATE/issues/733,FATE,2019-10-29 12:17:15,2019-11-05 06:24:28,"6 days, 18:07:13"
https://github.com/FederatedAI/FATE/issues/695,FATE,2019-10-21 09:50:38,2019-11-04 11:20:40,"14 days, 1:30:02"
https://github.com/FederatedAI/FATE/issues/693,FATE,2019-10-21 09:43:13,2019-11-04 11:22:03,"14 days, 1:38:50"
https://github.com/FederatedAI/FATE/issues/632,FATE,2019-09-27 04:06:24,2019-09-28 01:04:49,20:58:25
https://github.com/FederatedAI/FATE/issues/626,FATE,2019-09-26 10:01:26,2019-09-26 10:07:07,0:05:41
https://github.com/FederatedAI/FATE/issues/625,FATE,2019-09-26 02:15:54,2019-11-05 06:32:34,"40 days, 4:16:40"
https://github.com/FederatedAI/FATE/issues/588,FATE,2019-09-18 02:29:26,2019-11-04 11:26:00,"47 days, 8:56:34"
https://github.com/FederatedAI/FATE/issues/566,FATE,2019-09-09 07:21:37,2019-11-04 11:27:03,"56 days, 4:05:26"
https://github.com/FederatedAI/FATE/issues/549,FATE,2019-09-05 08:50:04,2019-11-05 06:30:49,"60 days, 21:40:45"
https://github.com/FederatedAI/FATE/issues/540,FATE,2019-09-04 09:49:39,2019-09-16 02:59:49,"11 days, 17:10:10"
https://github.com/FederatedAI/FATE/issues/518,FATE,2019-08-29 16:35:51,2019-09-05 12:23:13,"6 days, 19:47:22"
https://github.com/FederatedAI/FATE/issues/390,FATE,2019-08-08 01:55:27,2019-08-22 09:55:57,"14 days, 8:00:30"
https://github.com/FederatedAI/FATE/issues/299,FATE,2019-07-19 09:58:34,2019-08-08 02:49:09,"19 days, 16:50:35"
https://github.com/FederatedAI/FATE/issues/256,FATE,2019-06-24 09:18:59,2019-07-23 08:03:48,"28 days, 22:44:49"
https://github.com/FederatedAI/FATE/issues/230,FATE,2019-06-16 10:23:19,2019-08-22 09:48:09,"66 days, 23:24:50"
https://github.com/FederatedAI/FATE/issues/229,FATE,2019-06-14 08:06:00,2019-06-18 07:15:17,"3 days, 23:09:17"
https://github.com/FederatedAI/FATE/issues/227,FATE,2019-06-13 08:24:54,2019-07-23 08:04:13,"39 days, 23:39:19"
https://github.com/FederatedAI/FATE/issues/191,FATE,2019-05-29 11:01:01,2019-06-11 01:47:18,"12 days, 14:46:17"
https://github.com/FederatedAI/FATE/issues/182,FATE,2019-05-25 13:14:13,2019-05-27 04:36:40,"1 day, 15:22:27"
https://github.com/FederatedAI/FATE/issues/79,FATE,2019-04-04 12:10:43,2019-11-05 06:11:39,"214 days, 18:00:56"
https://github.com/FederatedAI/FATE/issues/55,FATE,2019-03-28 08:16:18,2019-03-29 03:18:41,19:02:23
https://github.com/FederatedAI/FATE/issues/43,FATE,2019-03-22 03:54:10,2019-11-05 06:12:29,"228 days, 2:18:19"
https://github.com/tensorflow/federated/issues/1811,TFF,2021-09-13 13:41:28,2021-09-14 18:38:09,"1 day, 4:56:41"
https://github.com/tensorflow/federated/issues/1570,TFF,2021-07-08 02:04:12,2021-07-22 01:14:13,"13 days, 23:10:01"
https://github.com/tensorflow/federated/issues/1336,TFF,2021-04-20 07:12:40,2021-04-20 10:49:47,3:37:07
https://github.com/tensorflow/federated/issues/1245,TFF,2021-03-17 16:12:28,2021-04-09 17:25:36,"23 days, 1:13:08"
https://github.com/tensorflow/federated/issues/929,TFF,2020-11-28 10:28:01,2020-11-30 15:00:34,"2 days, 4:32:33"
https://github.com/tensorflow/federated/issues/928,TFF,2020-11-28 07:56:02,2021-03-31 15:18:56,"123 days, 7:22:54"
https://github.com/tensorflow/federated/issues/902,TFF,2020-09-07 13:11:28,2020-10-29 05:08:07,"51 days, 15:56:39"
https://github.com/tensorflow/federated/issues/897,TFF,2020-09-02 23:22:50,2021-02-17 15:55:35,"167 days, 16:32:45"
https://github.com/tensorflow/federated/issues/896,TFF,2020-09-02 23:17:28,2021-02-20 15:59:19,"170 days, 16:41:51"
https://github.com/tensorflow/federated/issues/895,TFF,2020-08-31 08:47:27,2020-09-02 00:19:06,"1 day, 15:31:39"
https://github.com/tensorflow/federated/issues/892,TFF,2020-08-13 01:53:39,2020-08-16 08:36:49,"3 days, 6:43:10"
https://github.com/tensorflow/federated/issues/884,TFF,2020-07-27 15:55:54,2020-07-30 03:42:14,"2 days, 11:46:20"
https://github.com/tensorflow/federated/issues/876,TFF,2020-07-02 20:20:22,2020-07-03 07:47:34,11:27:12
https://github.com/tensorflow/federated/issues/860,TFF,2020-06-01 09:42:02,2020-06-03 07:52:40,"1 day, 22:10:38"
https://github.com/tensorflow/federated/issues/820,TFF,2020-04-03 15:34:32,2020-04-25 04:29:19,"21 days, 12:54:47"
https://github.com/tensorflow/federated/issues/795,TFF,2020-02-07 18:17:46,2020-02-12 23:03:38,"5 days, 4:45:52"
https://github.com/tensorflow/federated/issues/751,TFF,2019-08-22 20:52:07,2019-12-01 19:58:34,"100 days, 23:06:27"
https://github.com/tensorflow/federated/issues/748,TFF,2019-08-22 05:59:56,2019-09-02 13:25:40,"11 days, 7:25:44"
https://github.com/tensorflow/federated/issues/611,TFF,2019-06-25 16:24:34,2019-06-25 16:52:03,0:27:29
https://github.com/tensorflow/federated/issues/609,TFF,2019-06-25 10:08:11,2019-06-25 16:51:11,6:43:00
https://github.com/tensorflow/federated/issues/416,TFF,2019-05-12 01:49:41,2019-05-15 17:09:54,"3 days, 15:20:13"
https://github.com/tensorflow/federated/issues/236,TFF,2019-03-12 09:56:59,2019-03-13 04:36:48,18:39:49
https://github.com/adap/flower/issues/807,Others,2021-08-02 13:12:55,2021-08-24 13:39:31,"22 days, 0:26:36"
https://github.com/adap/flower/issues/756,Others,2021-06-10 10:33:55,2021-06-11 07:31:16,20:57:21
https://github.com/adap/flower/issues/710,Others,2021-05-05 14:45:36,2021-05-11 13:24:18,"5 days, 22:38:42"
https://github.com/adap/flower/issues/659,Others,2021-03-03 16:20:12,2021-08-15 12:01:34,"164 days, 19:41:22"
https://github.com/adap/flower/issues/540,Others,2020-12-23 08:45:41,2021-01-06 09:37:37,"14 days, 0:51:56"
https://github.com/adap/flower/issues/408,Others,2020-09-29 13:11:20,2020-11-09 11:28:22,"40 days, 22:17:02"
https://github.com/PaddlePaddle/PaddleFL/issues/85,Others,2020-06-19 08:04:03,2020-10-16 06:06:49,"118 days, 22:02:46"
https://github.com/PaddlePaddle/PaddleFL/issues/80,Others,2020-05-25 08:10:30,2020-06-11 03:26:41,"16 days, 19:16:11"
https://github.com/bytedance/fedlearner/issues/653,Others,2021-03-10 02:12:19,2021-03-11 01:30:19,23:18:00
https://github.com/bytedance/fedlearner/issues/402,Others,2020-11-04 07:28:21,2020-11-26 04:53:06,"21 days, 21:24:45"
https://github.com/bytedance/fedlearner/issues/395,Others,2020-11-01 16:03:09,2020-11-20 08:47:08,"18 days, 16:43:59"
