url	label	title	search_text	comments	merged	created_time	updated_time	closed_time
https://github.com/FederatedAI/FATE/pull/2427	['bug', 'federatedml']	Feature 1.5.1 psi&sbt fix	"Feature 1.5.1 psi&sbt fixfix psi/sbt
"	1	True	2020-12-28 07:11:37	2020-12-29 11:27:43	2020-12-29 11:27:43
https://github.com/FederatedAI/FATE/pull/2420	[]	Feature 1.5.1 fix sbt experimemt template	"Feature 1.5.1 fix sbt experimemt templateFixes  ISSUE #xxx

Changes:

1. tag delimitor update

2. eggroll_run update


"	1	True	2020-12-24 02:10:09	2020-12-30 06:44:18	2020-12-30 06:44:18
https://github.com/FederatedAI/FATE/pull/2406	[]	fix fate on spark deploy document	"fix fate on spark deploy documentFixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-12-15 10:59:20	2020-12-15 13:24:09	2020-12-15 13:24:09
https://github.com/FederatedAI/FATE/pull/2400	[]	when partions >=10, task is blocked. Fixed bug in policy pattern	"when partions >=10, task is blocked. Fixed bug in policy patternstrategy

Fixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-12-14 09:53:16	2020-12-14 10:30:35	2020-12-14 10:30:35
https://github.com/FederatedAI/FATE/pull/2385	[]	Contributor 1.5.1 vss	"Contributor 1.5.1 vssChanges:

> 1. reviese #2374 
> 2. Support multi column summation
> 3. Delete unused functions and variables
> 4. Re adding Lagrange correlation function
> 5. add testsuite


missing explanation on input parametersneed_verify never used, there is no verification step in algorithmunused string format argumentModule parameter should have similar name to corresponding modulemaybe change the return type to boolean to make this api more friendly.Consider raise error in module with a clearer error message instead of inside protocol processthis part gives a numpy array, while select_data_by_idx gives a list. In general, we use numpy array to allow fast math operation.convoluted way of counting share amount, consider use *(x+1) in vss computation, and use the real value of needed share_amount.We follow CamelCase convention for class naming. Suggested name: VerifiableSecretSharing. always use join for joining tables of the same idbetter to use utility function from federatedml/util/data_io.py; schema content is checked inside this function lack check against invalid value: negative int, max limit etc.dsl/v1 & dsl/v2 & pipeline exemples should contain exactly the same examples: they should all use the same data sets and set up the same job workflowhere should be ""data""; this document is on how to access input & output of pipeline components"	1	True	2020-12-07 06:22:56	2021-01-22 08:55:59	2021-01-22 08:55:59
https://github.com/FederatedAI/FATE/pull/2384	[]	fixed vhost/queue stratege , fixed clean up and close connection	"fixed vhost/queue stratege , fixed clean up and close connectionFixes  ISSUE #xxx

Changes:

1. fixed vhost/queue name stratege

2. close mq connection

3. fixed mq clean bugs


"	1	True	2020-12-07 02:41:40	2020-12-08 10:57:22	2020-12-08 10:57:22
https://github.com/FederatedAI/FATE/pull/2348	['document']	fix spdz docs	"fix spdz docsSigned-off-by: weiwee <wbwmat@gmail.com>
"	1	True	2020-11-24 05:35:20	2021-01-18 01:29:36	2021-01-17 03:20:45
https://github.com/FederatedAI/FATE/pull/2318	['document']	fix doc format view in readthedoc	"fix doc format view in readthedocSigned-off-by: weiwee <wbwmat@gmail.com>
"	1	True	2020-11-12 03:27:22	2020-11-13 08:04:38	2020-11-12 04:03:30
https://github.com/FederatedAI/FATE/pull/2315	['bug']	fix doc error	"fix doc errorSigned-off-by: mgqa34 <mgq3374541@163.com>

Fixes  ISSUE #xxx

Changes:

1. fix doc 

2.

3.


"	1	True	2020-11-11 11:49:32	2020-11-13 13:27:38	2020-11-13 13:27:38
https://github.com/FederatedAI/FATE/pull/2313	[]	fix log:  fateboard should be  eggroll	"fix log:  fateboard should be  eggroll""[INFO] Package fateboard start"" should be ""[INFO] Package eggroll  start""

Fixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-11-10 04:04:19	2020-11-11 06:48:33	2020-11-11 06:48:33
https://github.com/FederatedAI/FATE/pull/2311	['document']	fix doc	"fix docSigned-off-by: weiwee <wbwmat@gmail.com>
"	1	True	2020-11-09 08:49:43	2020-11-10 08:01:00	2020-11-09 11:50:20
https://github.com/FederatedAI/FATE/pull/2309	[]	fix spdz table add	"fix spdz table addfix dtable interface in spdz module can't return right result when make add operation
for example:
a = 1.1234
b = 2.1111
a + b = 32345


"	2	True	2020-11-05 10:06:14	2020-11-09 11:42:53	2020-11-09 11:42:52
https://github.com/FederatedAI/FATE/pull/2282	['bug', 'enhancement', 'arch', 'federatedml', 'document', 'fate-flow', 'examples']	Merge develop-1.5-LTS into develop	"Merge develop-1.5-LTS into developFixes  ISSUE #xxx

Changes:

1. reformat submit conf's parameters setting

2. add more docs

3. fix some bug of 1.5-preview


"	1	True	2020-11-03 08:54:45	2020-11-04 01:27:24	2020-11-04 01:27:24
https://github.com/FederatedAI/FATE/pull/2269	[]	Feature 1.5 fix tree benchmark	"Feature 1.5 fix tree benchmarkfix benchmark setting

"	1	True	2020-11-02 09:41:19	2020-11-02 14:18:42	2020-11-02 14:18:42
https://github.com/FederatedAI/FATE/pull/2256	[]	Feature 1.5 rdd&conf fix	"Feature 1.5 rdd&conf fixFixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-11-02 02:55:06	2020-11-02 06:19:49	2020-11-02 06:19:49
https://github.com/FederatedAI/FATE/pull/2252	[]	Feature 1.5.0 system engineering	"Feature 1.5.0 system engineeringFixes  ISSUE #xxx

Changes:

1. fix tag version bug

2. fix reader

3.


"	1	True	2020-10-31 10:28:38	2020-10-31 10:35:40	2020-10-31 10:35:40
https://github.com/FederatedAI/FATE/pull/2246	[]	fixed federation bug in arbiter mode	"fixed federation bug in arbiter modeFixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-10-30 12:21:47	2020-10-30 12:32:31	2020-10-30 12:32:31
https://github.com/FederatedAI/FATE/pull/2234	[]	fix problem of getting output model from migrated model failed	"fix problem of getting output model from migrated model failedFixes  ISSUE #xxx

Changes:

1. fix problem of getting output model from migrated model failed

2.

3.


"	1	True	2020-10-29 12:01:34	2020-10-29 13:33:32	2020-10-29 13:33:32
https://github.com/FederatedAI/FATE/pull/2231	[]	fix comments: one_ve_rest should be one_vs_rest	"fix comments: one_ve_rest should be one_vs_restfix comments: one_ve_rest should be one_vs_rest

Fixes  ISSUE #xxx

Changes:

1. the comments: one_ve_rest should be one_vs_rest



"	1	True	2020-10-29 07:28:12	2020-10-29 10:33:22	2020-10-29 10:33:22
https://github.com/FederatedAI/FATE/pull/2228	[]	fix upload bug	"fix upload bugFixes  ISSUE #xxx

Changes:

1. fix fate flow upload data bug




"	1	True	2020-10-28 12:46:55	2020-10-29 02:26:17	2020-10-29 02:26:17
https://github.com/FederatedAI/FATE/pull/2218	[]	Feature 1.5.0 fate flow forward 	"Feature 1.5.0 fate flow forward Fixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-10-27 14:17:05	2020-11-17 06:52:16	2020-10-28 06:09:48
https://github.com/FederatedAI/FATE/pull/2209	[]	Feature 1.5.0 fate flow schedule	"Feature 1.5.0 fate flow scheduleFixes  ISSUE #xxx

Changes:

1. Fixed resource computing issues under asymmetric deployments

2. Improve job parameters

3.


"	1	True	2020-10-26 14:15:28	2020-10-27 03:13:52	2020-10-27 03:13:52
https://github.com/FederatedAI/FATE/pull/2194	[]	fix pipeline error	"fix pipeline errorSigned-off-by: mgqa34 <mgq3374541@163.com>

Fixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-10-23 07:58:00	2020-10-23 08:32:12	2020-10-23 08:32:12
https://github.com/FederatedAI/FATE/pull/2139	[]	fix doc	"fix docSigned-off-by: tanmingchao <mingchaotan@outlook.com>

Fixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-10-16 11:36:55	2020-10-16 12:38:33	2020-10-16 12:38:33
https://github.com/FederatedAI/FATE/pull/2131	[]	Feature 1.5 fix error round 5	"Feature 1.5 fix error round 5Fixes  ISSUE #xxx

Changes:

1. Develop-guide

2.

3.


"	1	True	2020-10-16 08:34:52	2020-10-16 09:13:57	2020-10-16 09:13:57
https://github.com/FederatedAI/FATE/pull/2116	[]	fix bug	"fix bugSigned-off-by: weiwee <wbwmat@gmail.com>
"	1	True	2020-10-16 03:11:00	2020-10-28 07:28:31	2020-10-16 04:54:38
https://github.com/FederatedAI/FATE/pull/2112	['document']	Feature 1.5 doc update	"Feature 1.5 doc updateFixes  ISSUE #xxx

Changes:

1. edit pipeline examples 

2. continue running  testsuite when some pipeline job fails

3. edit document


"	1	True	2020-10-15 12:54:16	2020-10-19 03:28:53	2020-10-16 06:22:33
https://github.com/FederatedAI/FATE/pull/2109	[]	update benchmark/ fix param doc/ fix pipeline	"update benchmark/ fix param doc/ fix pipelineSigned-off-by: chenweijing <talkingwallace@sohu.com>

Fixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-10-15 09:44:56	2020-10-15 11:10:09	2020-10-15 11:10:09
https://github.com/FederatedAI/FATE/pull/2097	['bug']	Feature 1.5 doc update	"Feature 1.5 doc updateFixes  ISSUE #xxx

Changes:

1. fix status code for pipeline 

2.

3.


"	1	True	2020-10-14 10:10:12	2020-10-14 11:21:04	2020-10-14 11:21:04
https://github.com/FederatedAI/FATE/pull/2060	[]	Feature 1.5.0 system engineering	"Feature 1.5.0 system engineeringFixes  ISSUE #2061

Changes:

1. fix rerun bug

2. fix reader component bug



"	1	True	2020-10-12 08:28:57	2020-10-12 09:00:29	2020-10-12 09:00:29
https://github.com/FederatedAI/FATE/pull/2050	[]	Feature 1.5 all sbt benchmark	"Feature 1.5 all sbt benchmarkfix several bugs

"	1	True	2020-10-12 02:51:41	2020-10-12 04:00:51	2020-10-12 04:00:51
https://github.com/FederatedAI/FATE/pull/2042	[]	Feature 1.5 sbt bin fix	"Feature 1.5 sbt bin fixfix sparse error/ add comments


"	1	True	2020-10-10 08:07:42	2020-10-10 12:22:49	2020-10-10 12:22:48
https://github.com/FederatedAI/FATE/pull/2002	['document']	fix predict dsl	"fix predict dslSigned-off-by: nemirorox <yolandawu131@gmail.com>

Fixes  ISSUE #xxx

Changes:

1. 

2.

3.


"	1	True	2020-09-27 11:02:21	2020-10-19 03:25:05	2020-09-27 12:31:18
https://github.com/FederatedAI/FATE/pull/1961	[]	fast sbt - fast hist fix	"fast sbt - fast hist fixSigned-off-by: chenweijing <talkingwallace@sohu.com>

fast sbt fix

"	1	True	2020-09-24 06:52:51	2020-09-24 07:42:05	2020-09-24 07:42:04
https://github.com/FederatedAI/FATE/pull/1951	[]	fix bugs that host status update	"fix bugs that host status updateFixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-09-23 09:54:49	2020-09-23 10:27:26	2020-09-23 10:27:26
https://github.com/FederatedAI/FATE/pull/1933	['federatedml', 'document']	Feature 1.5 pipeline examples	"Feature 1.5 pipeline examplesFixes  ISSUE #xxx

Changes:

1. Add documents

2. fix unittest

3. use new pipeline job config loader 


"	1	True	2020-09-22 12:08:25	2020-09-22 13:17:05	2020-09-22 13:17:04
https://github.com/FederatedAI/FATE/pull/1918	[]	Feature 1.5 eval fix	"Feature 1.5 eval fixeval multi-label display fix & roc display fix
"	1	True	2020-09-21 07:55:08	2020-09-21 09:23:41	2020-09-21 09:23:41
https://github.com/FederatedAI/FATE/pull/1910	[]	Feature 1.5 float error fix	"Feature 1.5 float error fix

"	1	True	2020-09-18 11:29:04	2020-09-18 14:05:59	2020-09-18 14:05:59
https://github.com/FederatedAI/FATE/pull/1906	[]	fix table/dataset name	"fix table/dataset nameSigned-off-by: chenweijing <talkingwallace@sohu.com>

Fixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-09-17 12:37:24	2020-09-17 13:31:18	2020-09-17 13:31:18
https://github.com/FederatedAI/FATE/pull/1896	[]	Feature 1.5.0 system engineering	"Feature 1.5.0 system engineeringFixes  ISSUE #xxx

Changes:

1. fix bugs of model operations

2.

3.


"	1	True	2020-09-16 11:38:07	2020-09-17 01:53:34	2020-09-17 01:53:34
https://github.com/FederatedAI/FATE/pull/1894	['federatedml', 'document']	add v2 dsl examples	"add v2 dsl examplesSigned-off-by: nemirorox <yolandawu131@gmail.com>

Fixes  ISSUE #xxx

Changes:

1. add some v2 dsl examples

2. fix training conf setting after fit

3.


"	1	True	2020-09-15 13:46:58	2020-10-19 03:25:34	2020-09-19 06:30:40
https://github.com/FederatedAI/FATE/pull/1891	['bug']	remove default transfer variable	"remove default transfer variableSigned-off-by: weiwee <wbwmat@gmail.com>

remove default transfer variable"	1	True	2020-09-15 04:08:59	2020-09-16 11:55:33	2020-09-15 04:54:08
https://github.com/FederatedAI/FATE/pull/1833	['bug', 'federatedml']	use correct header after shuffle	"use correct header after shuffleSigned-off-by: nemirorox <yolandawu131@gmail.com>

Fixes  ISSUE #xxx

Changes:

1. fix shuffle header

2.

3.


"	1	True	2020-09-08 09:14:34	2020-11-11 12:10:47	2020-09-08 13:07:07
https://github.com/FederatedAI/FATE/pull/1819	['bug', 'enhancement', 'federatedml']	Feature 1.4.6 column expand	"Feature 1.4.6 column expandFixes  ISSUE #1812

Changes:

1. Fix transform error

2.

3.


"	1	True	2020-09-05 12:53:09	2020-09-07 03:50:06	2020-09-07 03:50:06
https://github.com/FederatedAI/FATE/pull/1811	[]	Feature 1.5.0 fate flow schedule	"Feature 1.5.0 fate flow scheduleFixes  ISSUE #1810 

Changes:

1. Improved fate flow startup script support for getting ports from configuration file
2. Fix clean queue
3. Fix output storage engine


"	1	True	2020-09-04 13:06:29	2020-09-07 06:27:51	2020-09-07 06:27:50
https://github.com/FederatedAI/FATE/pull/1799	['bug']	Feature 1.5.0 system engineering	"Feature 1.5.0 system engineeringFixes  standalone


"	1	True	2020-09-02 11:27:26	2020-09-04 13:01:13	2020-09-04 13:01:13
https://github.com/FederatedAI/FATE/pull/1790	[]	Feature 1.5 ensemble fix	"Feature 1.5 ensemble fixFixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-09-02 02:50:35	2020-09-02 04:35:55	2020-09-02 04:35:55
https://github.com/FederatedAI/FATE/pull/1781	['document']	fix read from config	"fix read from configSigned-off-by: nemirorox <yolandawu131@gmail.com>

Fixes  ISSUE #xxx

Changes:

1. fix param loading from config

2.

3.


"	1	True	2020-08-31 12:00:09	2020-08-31 12:41:15	2020-08-31 12:41:15
https://github.com/FederatedAI/FATE/pull/1760	[]	Feature 1.5 param fix	"Feature 1.5 param fix
"	1	True	2020-08-26 07:00:36	2020-08-27 09:57:15	2020-08-27 09:57:15
https://github.com/FederatedAI/FATE/pull/1759	['bug', 'federatedml', 'document']	Feature 1.5 pipeline second round	"Feature 1.5 pipeline second roundFixes  ISSUE #1099 

Changes:

1. Modify pipeline backend & component

2. Add Pipeline Config CLI

3. Edit demo & doc


"	1	True	2020-08-25 09:13:44	2020-08-27 09:56:12	2020-08-27 09:56:12
https://github.com/FederatedAI/FATE/pull/1757	['bug']	fix check label bug	"fix check label bug

"	1	True	2020-08-25 08:20:25	2020-08-26 01:58:42	2020-08-26 01:58:41
https://github.com/FederatedAI/FATE/pull/1756	[]	Feature 1.5 ftl tranvar fix	"Feature 1.5 ftl tranvar fixfix transvar

"	1	True	2020-08-25 08:17:10	2020-08-27 09:58:38	2020-08-27 09:58:37
https://github.com/FederatedAI/FATE/pull/1752	[]	Feature 1.5 fast sbt adapter	"Feature 1.5 fast sbt adapterFixes  ISSUE #xxx

Changes:

1. fix fast_sbt and selection error

2.

3.


"	1	True	2020-08-25 06:53:18	2020-08-25 07:59:48	2020-08-25 07:59:48
https://github.com/FederatedAI/FATE/pull/1749	['bug', 'federatedml']	fix pipeline split zero error	"fix pipeline split zero errorSigned-off-by: nemirorox <yolandawu131@gmail.com>

Fixes  ISSUE #xxx

Changes:

1. Fix error when test size/validate size is set to zero

2. Fix README doc 

3.


"	1	True	2020-08-21 11:18:12	2020-10-19 03:26:02	2020-08-25 08:00:34
https://github.com/FederatedAI/FATE/pull/1746	['bug', 'federatedml']	fix header align schema	"fix header align schemaSigned-off-by: nemirorox <yolandawu131@gmail.com>

Fixes  ISSUE #xxx

Changes:

1. Renew schema for data after instance alignment 


"	1	True	2020-08-19 13:21:08	2020-10-19 03:26:08	2020-08-25 08:01:45
https://github.com/FederatedAI/FATE/pull/1733	[]	Feature 1.5.0 system engineering	"Feature 1.5.0 system engineeringFixes  ISSUE #xxx

Changes:

1. Fixed bug where guest could see host job

2. Fixed cancel job status bug

3.


"	1	True	2020-08-17 10:07:20	2020-08-17 11:22:06	2020-08-17 11:22:06
https://github.com/FederatedAI/FATE/pull/1720	['bug', 'federatedml']	Feature 1.5.0 system engineering pipeline adjust	"Feature 1.5.0 system engineering pipeline adjustFixes  ISSUE #xxx

Changes:

1. Fix stepwise pseudonym for features

2. Fix pipeline log dir

3. Add upload demo to pipeline demo


"	1	True	2020-08-15 08:44:35	2020-08-15 09:09:53	2020-08-15 09:09:53
https://github.com/FederatedAI/FATE/pull/1713	['federatedml', 'document']	Feature 1.5.0 system engineering pipeline adjust	"Feature 1.5.0 system engineering pipeline adjustFixes  ISSUE #1099

Changes:

1. Fix transfer variable conf 

2. Add logger to pipeline 

3. Edit README doc

4. Edit pipeline demos


"	1	True	2020-08-14 06:37:19	2020-08-14 08:43:03	2020-08-14 08:43:03
https://github.com/FederatedAI/FATE/pull/1712	['bug', 'federatedml']	fix bug	"fix bugSigned-off-by: weiwee <wbwmat@gmail.com>

Fixes  compatible bug
"	1	True	2020-08-14 03:59:03	2020-08-17 02:32:12	2020-08-14 04:38:42
https://github.com/FederatedAI/FATE/pull/1711	['bug', 'arch']	fix special KeyError case in  in federation	"fix special KeyError case in  in federationSigned-off-by: weiwee <wbwmat@gmail.com>

Changes:

1. fix special KeyError case in  in federation


"	1	True	2020-08-14 03:46:26	2020-08-17 02:32:03	2020-08-14 04:39:27
https://github.com/FederatedAI/FATE/pull/1694	['bug', 'federatedml']	Feature 1.5 examples fix	"Feature 1.5 examples fixFixes  ISSUE #xxx

Changes:

1.  delete unused param in examples' config

2. fix some other bug

3.


"	1	True	2020-08-12 12:44:02	2020-08-12 13:34:35	2020-08-12 13:34:34
https://github.com/FederatedAI/FATE/pull/1683	['bug', 'federatedml']	fix json non-serializable in local baseline summary	"fix json non-serializable in local baseline summarySigned-off-by: nemirorox <yolandawu131@gmail.com>


Changes:

1. Fix json non-serializable issue cased by numpy.bool_ and numpy.int



"	1	True	2020-08-11 09:48:00	2020-10-19 03:26:11	2020-08-11 12:13:53
https://github.com/FederatedAI/FATE/pull/1659	['bug']	shutdown log before kill pid	"shutdown log before kill pidSigned-off-by: weiwee <wbwmat@gmail.com>

Changes:

1. shutdown log before kill process when federation error rasied



"	1	True	2020-08-07 07:51:35	2020-09-08 13:08:00	2020-09-04 12:30:52
https://github.com/FederatedAI/FATE/pull/1652	['bug', 'enhancement', 'federatedml']	Feature 1.5 edit dsl and conf	"Feature 1.5 edit dsl and confFixes  ISSUE #xxx

Changes:

1. Open duplicate parameter checker

2. edit conf to avoid duplicate parameter

3.


"	1	True	2020-08-05 02:33:18	2020-08-05 03:16:11	2020-08-05 03:16:11
https://github.com/FederatedAI/FATE/pull/1650	['bug', 'federatedml']	Feature 1.5 header align fix	"Feature 1.5 header align fixChanges:

1. fix header alignment extra indices error 

2. fix stepwise header abstraction 



"	1	True	2020-08-03 11:43:07	2020-08-19 13:18:38	2020-08-05 04:42:10
https://github.com/FederatedAI/FATE/pull/1643	['bug', 'federatedml']	Feature 1.5 ensemble and ftl	"Feature 1.5 ensemble and ftlFixes ISSUE #1628 #1632 #1629 #1631 and fix several bugs


"	1	True	2020-07-31 11:31:49	2020-08-11 09:30:12	2020-08-02 01:51:48
https://github.com/FederatedAI/FATE/pull/1637	['bug', 'enhancement', 'federatedml']	Feature 1.5 pipeline 0723	"Feature 1.5 pipeline 0723Fixes  ISSUE #1099 

Changes:

1. fix some bug of pipeline

2. support homo\hetero nn in pipeline



"	1	True	2020-07-31 06:21:11	2020-07-31 06:40:51	2020-07-31 06:40:51
https://github.com/FederatedAI/FATE/pull/1609	[]	delete file and fix param/feat importance bug	"delete file and fix param/feat importance bugSigned-off-by: chenweijing <talkingwallace@sohu.com>

Fixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-07-28 03:43:06	2020-07-28 09:24:26	2020-07-28 09:24:26
https://github.com/FederatedAI/FATE/pull/1599	[]	fix error	"fix errorSigned-off-by: tanmc123 <mingchaotan@outlook.com>

Fixes  ISSUE #xxx

Changes:

1.

2.

3.


"	1	True	2020-07-23 09:11:50	2020-07-29 08:41:12	2020-07-29 08:41:12
https://github.com/FederatedAI/FATE/pull/1562	['document']	Update README.rst	Update README.rstedit table info in doc to match with description 	1	True	2020-07-16 03:18:43	2020-09-08 13:21:51	2020-07-16 06:22:34
https://github.com/FederatedAI/FATE/pull/1561	['bug', 'enhancement', 'arch', 'deployment', 'federatedml', 'fate-flow']	Merge 1.4.2's update into master branch	"Merge 1.4.2's update into master branchFixes  ISSUE  #1461 #1464 #1465 #1466 #1467 #1476 #1525 #1530

Changes:

FederatedML
1 Optimize performance of Pearson which increases efficiency by more than twice.
2 Optimize Min-test module: Add secure-boost as optional test task. Set partyid and work_mode as input parameters. Use pre-import data set as input so that improved test process.
3 Support tok_k iv filter in feature selection module.
4 Support filling missing value for tag:value format data in DataIO.
5 Fix bug of lacking one layer of depth of tree in HeteroSecureBoost and support automatically alignment header of input data in predict process
6 Standardize the naming of example data set and add a data pre-import script.

FATE-Flow
1 Distinguish between user stop job and system stop job;
2 Optimized some logs;
3 Optimize zookeeper configuration
4 The model supports persistent storage to mysql
5 Push the model to the online service to support the specified storage address (local file and FATEFlowServer interface)"	1	True	2020-07-16 02:52:19	2020-07-16 12:12:08	2020-07-16 12:12:08
https://github.com/FederatedAI/FATE/pull/1536	['bug']	fix keras bug in homo nn backend	"fix keras bug in homo nn backendfix keras bugs in nn


"	1	True	2020-07-03 07:01:06	2020-07-08 02:53:55	2020-07-08 02:53:55
https://github.com/FederatedAI/FATE/pull/1482	['bug']	export model only if `need_run` is True	"export model only if `need_run` is TrueSigned-off-by: weiwee <wbwmat@gmail.com>


Changes:

1. export model only if `need_run` is True


"	1	True	2020-06-15 06:56:01	2020-09-16 11:52:58	2020-06-15 07:14:26
https://github.com/FederatedAI/FATE/pull/1456	['document']	Feature 1.4.1 update doc	"Feature 1.4.1 update docFixes  ISSUE #xxx

Changes:

1. update version of fateboard in gitmodule

2. fix hetero-nn readme format

3. update fate-1.4.1 content of  release note


"	1	True	2020-06-11 09:44:12	2020-06-11 10:00:00	2020-06-11 10:00:00
https://github.com/FederatedAI/FATE/pull/1455	['bug', 'deployment', 'federatedml', 'fate-flow']	Merge fate-1.4.1's update into develop	"Merge fate-1.4.1's update into developFixes  ISSUE #1350 #1351 #1387 #1392 #1394 #1398 #1420 #1433 #1437 

Changes:

1.

2.

3.


"	1	True	2020-06-11 07:32:01	2020-06-11 08:42:39	2020-06-11 08:42:39
https://github.com/FederatedAI/FATE/pull/1449	[]	Feature 1.4.1 fate flow	"Feature 1.4.1 fate flowFixes  ISSUE #1450

Changes:

 fix update job info bug



"	1	True	2020-06-10 12:32:27	2020-06-11 07:20:41	2020-06-11 07:20:41
https://github.com/FederatedAI/FATE/pull/1444	[]	edit method for evaluation obtain data	"edit method for evaluation obtain dataSigned-off-by: tanmc123 <mingchaotan@outlook.com>

Fixes  ISSUE #xxx

Changes:

1. Fix evaluation show result

2.

3.


"	1	True	2020-06-09 11:35:08	2020-09-16 11:53:21	2020-06-10 02:05:46
https://github.com/FederatedAI/FATE/pull/1441	['bug']	Develop 1.4.1 scale precision	"Develop 1.4.1 scale precisionFixes  ISSUE #xxx

Changes:
1. fix scale precision
2. std scale transform for not float input data


"	1	True	2020-06-09 03:26:33	2020-06-09 06:12:31	2020-06-09 06:12:31
https://github.com/FederatedAI/FATE/pull/1436	[]	Reduce running time of histogram	"Reduce running time of histogramReduce running time of histogram calculation when iterative affine is used as encryptor. Test OK under default setting (both use_missing and zero_as_missing are false), but weird behavior appear when zero_as_missing  are true, which is to be fixed.
"	1	True	2020-06-07 17:27:54	2020-09-22 09:08:55	2020-09-22 09:08:54
https://github.com/FederatedAI/FATE/pull/1424	[]	fix roc curve	fix roc curvefix  roc curve	1	True	2020-06-02 06:49:47	2020-06-02 07:10:59	2020-06-02 07:10:59
